reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.010,150.306793
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.025,165.843554
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.050,177.735727
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.100,186.417956
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.150,189.232113
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.200,191.278314
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.250,193.237500
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.300,194.213260
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.350,195.468440
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.400,196.905458
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.450,199.067158
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.500,200.371877
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.550,202.590248
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.600,204.394691
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.650,206.245332
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.700,208.585473
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.750,210.694603
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.800,214.724848
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.850,221.115733
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.900,229.883028
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.950,259.488560
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.975,293.835266
2024-04-06,wk inc covid hosp,-1,2024-03-30,01,quantile,0.990,311.165576
2024-04-06,wk covid hosp rate change,-1,2024-03-30,01,pmf,stable,0.924000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,01,pmf,increase,0.032000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,01,pmf,large_increase,0.006000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,01,pmf,decrease,0.034000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,01,pmf,large_decrease,0.004000
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.010,120.237295
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.025,137.369764
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.050,150.000279
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.100,161.716636
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.150,165.912165
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.200,168.849279
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.250,171.606848
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.300,173.527473
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.350,175.438321
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.400,177.084983
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.450,180.095171
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.500,182.804291
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.550,185.140470
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.600,188.525164
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.650,191.196139
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.700,194.089882
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.750,196.523968
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.800,201.397941
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.850,207.383002
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.900,221.210924
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.950,288.801771
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.975,351.160918
2024-04-06,wk inc covid hosp,0,2024-04-06,01,quantile,0.990,384.336567
2024-04-06,wk covid hosp rate change,0,2024-04-06,01,pmf,stable,0.686000
2024-04-06,wk covid hosp rate change,0,2024-04-06,01,pmf,increase,0.048000
2024-04-06,wk covid hosp rate change,0,2024-04-06,01,pmf,large_increase,0.016000
2024-04-06,wk covid hosp rate change,0,2024-04-06,01,pmf,decrease,0.246000
2024-04-06,wk covid hosp rate change,0,2024-04-06,01,pmf,large_decrease,0.004000
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.010,95.557097
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.025,113.338775
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.050,128.035148
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.100,141.117888
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.150,146.153893
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.200,150.281426
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.250,153.109028
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.300,155.701148
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.350,157.575148
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.400,160.538847
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.450,163.111486
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.500,167.377199
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.550,170.418970
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.600,173.884195
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.650,177.976069
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.700,181.581525
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.750,185.707640
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.800,190.379019
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.850,196.530581
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.900,216.525749
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.950,320.403559
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.975,418.082628
2024-04-06,wk inc covid hosp,1,2024-04-13,01,quantile,0.990,493.962232
2024-04-06,wk covid hosp rate change,1,2024-04-13,01,pmf,stable,0.912000
2024-04-06,wk covid hosp rate change,1,2024-04-13,01,pmf,increase,0.028000
2024-04-06,wk covid hosp rate change,1,2024-04-13,01,pmf,large_increase,0.022000
2024-04-06,wk covid hosp rate change,1,2024-04-13,01,pmf,decrease,0.036000
2024-04-06,wk covid hosp rate change,1,2024-04-13,01,pmf,large_decrease,0.002000
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.010,76.642298
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.025,93.476400
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.050,109.757004
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.100,123.855595
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.150,129.876451
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.200,134.393271
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.250,137.375136
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.300,140.811877
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.350,143.295943
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.400,146.166555
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.450,150.327032
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.500,154.580020
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.550,158.906872
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.600,161.994590
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.650,166.190076
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.700,170.768410
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.750,176.172286
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.800,181.649433
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.850,189.100025
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.900,212.450805
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.950,358.091090
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.975,486.237659
2024-04-06,wk inc covid hosp,2,2024-04-20,01,quantile,0.990,626.893680
2024-04-06,wk covid hosp rate change,2,2024-04-20,01,pmf,stable,0.918000
2024-04-06,wk covid hosp rate change,2,2024-04-20,01,pmf,increase,0.022000
2024-04-06,wk covid hosp rate change,2,2024-04-20,01,pmf,large_increase,0.032000
2024-04-06,wk covid hosp rate change,2,2024-04-20,01,pmf,decrease,0.028000
2024-04-06,wk covid hosp rate change,2,2024-04-20,01,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.010,60.751649
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.025,78.141206
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.050,95.113529
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.100,109.579185
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.150,116.414073
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.200,120.056893
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.250,123.829967
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.300,127.737219
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.350,130.772852
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.400,134.999254
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.450,139.064650
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.500,143.621671
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.550,148.299650
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.600,153.041677
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.650,156.821958
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.700,162.063629
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.750,168.011018
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.800,174.618518
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.850,184.434378
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.900,216.519593
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.950,404.163143
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.975,570.149166
2024-04-06,wk inc covid hosp,3,2024-04-27,01,quantile,0.990,762.777519
2024-04-06,wk covid hosp rate change,3,2024-04-27,01,pmf,stable,0.886000
2024-04-06,wk covid hosp rate change,3,2024-04-27,01,pmf,increase,0.016000
2024-04-06,wk covid hosp rate change,3,2024-04-27,01,pmf,large_increase,0.046000
2024-04-06,wk covid hosp rate change,3,2024-04-27,01,pmf,decrease,0.052000
2024-04-06,wk covid hosp rate change,3,2024-04-27,01,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.010,6.207028
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.025,7.296514
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.050,7.647057
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.100,7.794626
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.150,7.867576
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.200,7.928406
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.250,7.981027
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.300,8.068557
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.350,8.189290
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.400,8.285393
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.450,8.342103
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.500,8.432873
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.550,8.535421
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.600,8.669643
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.650,8.756563
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.700,8.981060
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.750,9.164429
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.800,9.411051
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.850,9.653033
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.900,9.963214
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.950,10.385283
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.975,11.116486
2024-04-06,wk inc covid hosp,-1,2024-03-30,02,quantile,0.990,14.078705
2024-04-06,wk covid hosp rate change,-1,2024-03-30,02,pmf,stable,1.000000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,02,pmf,increase,0.000000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,02,pmf,large_increase,0.000000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,02,pmf,decrease,0.000000
2024-04-06,wk covid hosp rate change,-1,2024-03-30,02,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.010,4.599147
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.025,5.582242
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.050,6.021852
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.100,6.317434
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.150,6.497886
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.200,6.569032
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.250,6.634316
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.300,6.722716
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.350,6.831435
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.400,6.933530
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.450,7.025156
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.500,7.137953
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.550,7.264127
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.600,7.464630
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.650,7.710678
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.700,7.877430
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.750,8.078056
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.800,8.358338
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.850,8.556754
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.900,8.845400
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.950,10.015244
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.975,12.327411
2024-04-06,wk inc covid hosp,0,2024-04-06,02,quantile,0.990,13.648836
2024-04-06,wk covid hosp rate change,0,2024-04-06,02,pmf,stable,0.998000
2024-04-06,wk covid hosp rate change,0,2024-04-06,02,pmf,increase,0.002000
2024-04-06,wk covid hosp rate change,0,2024-04-06,02,pmf,large_increase,0.000000
2024-04-06,wk covid hosp rate change,0,2024-04-06,02,pmf,decrease,0.000000
2024-04-06,wk covid hosp rate change,0,2024-04-06,02,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.010,3.468028
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.025,4.227641
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.050,4.801817
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.100,5.188343
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.150,5.394592
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.200,5.528258
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.250,5.576756
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.300,5.649711
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.350,5.750266
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.400,5.830337
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.450,5.930283
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.500,6.071331
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.550,6.258031
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.600,6.488089
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.650,6.727245
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.700,6.975127
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.750,7.230363
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.800,7.460738
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.850,7.690985
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.900,8.051139
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.950,9.167649
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.975,13.477560
2024-04-06,wk inc covid hosp,1,2024-04-13,02,quantile,0.990,16.060901
2024-04-06,wk covid hosp rate change,1,2024-04-13,02,pmf,stable,0.998000
2024-04-06,wk covid hosp rate change,1,2024-04-13,02,pmf,increase,0.002000
2024-04-06,wk covid hosp rate change,1,2024-04-13,02,pmf,large_increase,0.000000
2024-04-06,wk covid hosp rate change,1,2024-04-13,02,pmf,decrease,0.000000
2024-04-06,wk covid hosp rate change,1,2024-04-13,02,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.010,2.583189
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.025,3.308052
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.050,3.923554
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.100,4.346512
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.150,4.531959
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.200,4.691435
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.250,4.766006
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.300,4.830341
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.350,4.911125
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.400,4.996177
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.450,5.117017
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.500,5.255065
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.550,5.397918
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.600,5.671099
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.650,5.930005
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.700,6.284750
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.750,6.547473
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.800,6.774395
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.850,7.045357
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.900,7.379933
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.950,8.690038
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.975,15.018394
2024-04-06,wk inc covid hosp,2,2024-04-20,02,quantile,0.990,19.552361
2024-04-06,wk covid hosp rate change,2,2024-04-20,02,pmf,stable,0.998000
2024-04-06,wk covid hosp rate change,2,2024-04-20,02,pmf,increase,0.002000
2024-04-06,wk covid hosp rate change,2,2024-04-20,02,pmf,large_increase,0.000000
2024-04-06,wk covid hosp rate change,2,2024-04-20,02,pmf,decrease,0.000000
2024-04-06,wk covid hosp rate change,2,2024-04-20,02,pmf,large_decrease,0.000000
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.010,1.901215
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.025,2.650005
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.050,3.284890
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.100,3.670669
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.150,3.855722
2024-04-06,wk inc covid hosp,3,2024-04-27,02,quantile,0.200,4.050203
