reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.010,151.405774
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.025,178.452540
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.050,184.068177
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.100,186.642895
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.150,188.503204
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.200,190.374739
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.250,192.873909
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.300,194.948833
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.350,196.736079
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.400,198.391117
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.450,200.423918
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.500,202.705754
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.550,204.577533
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.600,206.948181
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.650,208.645007
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.700,211.085493
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.750,214.321430
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.800,218.392748
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.850,225.036966
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.900,236.655078
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.950,258.068261
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.975,269.402666
2023-11-04,wk inc covid hosp,-1,2023-10-28,01,quantile,0.990,296.834635
2023-11-04,wk covid hosp rate change,-1,2023-10-28,01,pmf,stable,0.954000
2023-11-04,wk covid hosp rate change,-1,2023-10-28,01,pmf,increase,0.018000
2023-11-04,wk covid hosp rate change,-1,2023-10-28,01,pmf,large_increase,0.002000
2023-11-04,wk covid hosp rate change,-1,2023-10-28,01,pmf,decrease,0.026000
2023-11-04,wk covid hosp rate change,-1,2023-10-28,01,pmf,large_decrease,0.000000
2023-11-04,wk inc covid hosp,0,2023-11-04,01,quantile,0.010,124.301699
