origin_date,target,horizon,location,age_group,output_type,output_type_id,value
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.01,0
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.025,0
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.05,18.0610083333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.1,21.2770333333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.15,25.4435833333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.2,27.7829583333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.25,30.3833583333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.3,33.5993833333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.35,36.1209833333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.4,38.0712833333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.45,40.6224333333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.5,46.1039583333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.55,49.7033125
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.6,53.9634375
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.65,58.629875
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.7,64.1787083333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.75,68.8533541666667
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.8,74.1107916666667
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.85,81.9087083333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.9,94.3197083333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.95,118.6040625
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.975,139.038708333333
2025-02-16,inc hosp,0,06,0-0.99,quantile,0.99,162.619608333333
2025-02-16,inc hosp,0,06,0-0.99,point,NaN,46.1039583333333
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.01,0
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.025,0
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.05,5.91185416666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.1,9.36427916666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.15,13.1466791666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.2,15.6042541666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.25,17.7712541666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.3,22.0707791666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.35,24.6859541666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.4,26.2816541666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.45,30.1330041666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.5,32.4576041666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.55,35.2894791666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.6,39.6357916666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.65,45.0779166666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.7,50.4666875
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.75,58.8063541666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.8,65.5659166666667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.85,79.0891458333333
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.9,91.7628125
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.95,116.744875
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.975,170.490579166667
2025-02-16,inc hosp,1,06,0-0.99,quantile,0.99,198.799479166667
2025-02-16,inc hosp,1,06,0-0.99,point,NaN,32.4576041666667
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.01,0
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.025,0
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.05,0
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.1,1.06155
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.15,4.937525
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.2,7.38525
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.25,9.961025
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.3,13.6203
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.35,15.65925
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.4,17.683425
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.45,19.604175
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.5,21.2245
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.55,24.72125
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.6,29.7488541666667
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.65,33.6478125
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.7,39.79175
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.75,47.9754583333333
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.8,60.4275
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.85,70.1995208333333
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.9,88.2742708333333
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.95,119.7614375
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.975,192.6145
2025-02-16,inc hosp,2,06,0-0.99,quantile,0.99,216.71745
2025-02-16,inc hosp,2,06,0-0.99,point,NaN,21.2245
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.01,0
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.025,0
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.05,0
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.1,0
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.15,0
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.2,1.24952083333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.25,3.54949583333334
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.3,6.92804583333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.35,8.98669583333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.4,10.8631208333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.45,12.0943708333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.5,14.8178958333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.55,16.7961041666667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.6,21.5364166666667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.65,25.7555
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.7,31.0211458333333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.75,39.077625
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.8,50.4092291666667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.85,58.2399791666667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.9,80.5379166666667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.95,111.306854166667
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.975,190.625620833333
2025-02-16,inc hosp,3,06,0-0.99,quantile,0.99,217.782070833333
2025-02-16,inc hosp,3,06,0-0.99,point,NaN,14.8178958333333
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.01,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.025,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.05,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.1,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.15,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.2,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.25,0
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.3,2.18609166666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.35,4.57471666666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.4,6.43144166666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.45,7.52971666666666
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.5,8.95304166666666
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.55,11.1857083333333
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.6,15.2365208333333
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.65,18.9179583333333
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.7,25.583125
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.75,31.6285625
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.8,41.26925
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.85,49.8797916666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.9,74.5745625
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.95,105.803166666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.975,162.228891666667
2025-02-16,inc hosp,4,06,0-0.99,quantile,0.99,199.929766666667
2025-02-16,inc hosp,4,06,0-0.99,point,NaN,8.95304166666666
2025-02-16,inc hosp,0,06,1-4,quantile,0.01,0
2025-02-16,inc hosp,0,06,1-4,quantile,0.025,1.22561875
2025-02-16,inc hosp,0,06,1-4,quantile,0.05,5.44316875
2025-02-16,inc hosp,0,06,1-4,quantile,0.1,12.50186875
2025-02-16,inc hosp,0,06,1-4,quantile,0.15,14.12820625
2025-02-16,inc hosp,0,06,1-4,quantile,0.2,17.05189375
2025-02-16,inc hosp,0,06,1-4,quantile,0.25,19.52918125
2025-02-16,inc hosp,0,06,1-4,quantile,0.3,22.38893125
2025-02-16,inc hosp,0,06,1-4,quantile,0.35,25.38934375
2025-02-16,inc hosp,0,06,1-4,quantile,0.4,27.98404375
2025-02-16,inc hosp,0,06,1-4,quantile,0.45,29.82428125
2025-02-16,inc hosp,0,06,1-4,quantile,0.5,32.07953125
2025-02-16,inc hosp,0,06,1-4,quantile,0.55,37.2323125
2025-02-16,inc hosp,0,06,1-4,quantile,0.6,41.275875
2025-02-16,inc hosp,0,06,1-4,quantile,0.65,44.868
2025-02-16,inc hosp,0,06,1-4,quantile,0.7,50.65240625
2025-02-16,inc hosp,0,06,1-4,quantile,0.75,54.5613125
2025-02-16,inc hosp,0,06,1-4,quantile,0.8,62.0788125
2025-02-16,inc hosp,0,06,1-4,quantile,0.85,69.00925
2025-02-16,inc hosp,0,06,1-4,quantile,0.9,81.12734375
2025-02-16,inc hosp,0,06,1-4,quantile,0.95,99.6236875
2025-02-16,inc hosp,0,06,1-4,quantile,0.975,125.74099375
2025-02-16,inc hosp,0,06,1-4,quantile,0.99,164.87539375
2025-02-16,inc hosp,0,06,1-4,point,NaN,32.07953125
2025-02-16,inc hosp,1,06,1-4,quantile,0.01,0
2025-02-16,inc hosp,1,06,1-4,quantile,0.025,0
2025-02-16,inc hosp,1,06,1-4,quantile,0.05,0
2025-02-16,inc hosp,1,06,1-4,quantile,0.1,0.386875000000003
2025-02-16,inc hosp,1,06,1-4,quantile,0.15,2.8781125
2025-02-16,inc hosp,1,06,1-4,quantile,0.2,5.287975
2025-02-16,inc hosp,1,06,1-4,quantile,0.25,9.0184375
2025-02-16,inc hosp,1,06,1-4,quantile,0.3,10.6482625
2025-02-16,inc hosp,1,06,1-4,quantile,0.35,14.3496625
2025-02-16,inc hosp,1,06,1-4,quantile,0.4,16.5805
2025-02-16,inc hosp,1,06,1-4,quantile,0.45,18.6788125
