origin_date,target,horizon,location,age_group,output_type,output_type_id,value
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.01,0
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.025,0
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.05,3.07492083333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.1,4.95955416666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.15,6.18095416666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.2,7.05432083333334
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.25,7.80292083333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.3,8.48585416666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.35,9.59562083333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.4,10.0290208333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.45,10.5740541666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.5,11.6706875
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.55,12.6556875
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.6,13.8114208333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.65,14.7898541666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.7,16.9043208333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.75,18.5656875
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.8,20.3058541666667
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.85,24.7646208333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.9,34.8772875
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.95,46.5790875
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.975,68.7153208333333
2025-05-11,inc hosp,0,06,0-0.99,quantile,0.99,101.371354166667
2025-05-11,inc hosp,0,06,0-0.99,point,NaN,11.6706875
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.01,0
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.025,0
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.05,2.20565833333333
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.1,3.81449166666667
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.15,5.20005833333333
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.2,5.86985833333333
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.25,6.71695833333333
2025-05-11,inc hosp,1,06,0-0.99,quantile,0.3,7.255425
