origin_date,target,horizon,location,age_group,output_type,output_type_id,value
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.01,91.6894791666667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.025,110.54689375
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.05,119.910139583333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.1,136.10395
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.15,145.67938125
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.2,151.959166666667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.25,156.56855625
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.3,159.484977083333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.35,163.317858333333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.4,166.78054375
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.45,169.615702083333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.5,173.313145833333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.55,177.290083333333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.6,180.942791666667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.65,183.491479166667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.7,187.3165625
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.75,193.099333333333
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.8,197.228125
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.85,203.265354166667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.9,215.4629375
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.95,245.595729166667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.975,312.709935416667
2025-01-19,inc hosp,0,06,0-0.99,quantile,0.99,365.024927083333
2025-01-19,inc hosp,0,06,0-0.99,point,NaN,173.313145833333
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.01,70.3281125
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.025,78.5807708333333
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.05,95.1989520833333
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.1,110.182854166667
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.15,120.733435416667
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.2,128.561722916667
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.25,136.186854166667
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.3,141.112264583333
2025-01-19,inc hosp,1,06,0-0.99,quantile,0.35,145.419177083333
