origin_date,target,horizon,location,age_group,output_type,output_type_id,value
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.01,7.48236041666666
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.025,17.1480833333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.05,26.123075
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.1,31.4773708333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.15,36.2267125
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.2,41.3011041666667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.25,45.3913166666667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.3,48.3122520833333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.35,53.2331479166667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.4,58.7906
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.45,63.9823708333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.5,66.6279166666667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.55,70.2683125
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.6,74.9552708333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.65,80.0403333333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.7,88.3512708333333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.75,100.027625
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.8,115.939479166667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.85,131.9785625
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.9,152.766166666667
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.95,187.713145833333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.975,241.513845833333
2024-12-29,inc hosp,0,06,0-0.99,quantile,0.99,269.427514583333
2024-12-29,inc hosp,0,06,0-0.99,point,NaN,66.6279166666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.01,6.27327291666666
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.025,12.98194375
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.05,19.6906145833333
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.1,25.3970479166667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.15,31.333725
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.2,37.1936541666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.25,40.8459520833333
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.3,44.51179375
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.35,52.0917791666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.4,58.4302541666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.45,63.2879458333333
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.5,67.4774791666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.55,70.1575
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.6,75.1440625
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.65,83.7874375
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.7,95.2914166666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.75,110.271625
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.8,139.050041666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.85,166.580791666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.9,209.428291666667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.95,280.598645833333
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.975,402.780097916667
2024-12-29,inc hosp,1,06,0-0.99,quantile,0.99,431.8765875
2024-12-29,inc hosp,1,06,0-0.99,point,NaN,67.4774791666667
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.01,0
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.025,3.85427708333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.05,12.2017416666667
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.1,19.8855625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.15,25.37078125
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.2,30.35488125
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.25,34.5353854166667
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.3,41.3388625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.35,49.1310333333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.4,54.57110625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.45,59.8170520833333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.5,64.7605208333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.55,69.3161458333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.6,73.5926875
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.65,83.085625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.7,94.1915
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.75,116.5140625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.8,148.276208333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.85,187.9265625
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.9,237.763458333333
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.95,319.920666666667
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.975,506.626680105
2024-12-29,inc hosp,2,06,0-0.99,quantile,0.99,514.420936722
2024-12-29,inc hosp,2,06,0-0.99,point,NaN,64.7605208333333
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.01,0
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.025,0
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.05,6.01799375
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.1,13.54831875
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.15,17.69270625
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.2,22.6722916666667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.25,27.8866354166667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.3,35.6742916666667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.35,45.3580729166667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.4,49.6740145833333
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.45,54.5362208333333
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.5,58.7438125
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.55,66.56225
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.6,73.3136041666667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.65,79.2564375
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.7,93.3624583333333
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.75,107.883
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.8,145.85475
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.85,182.722479166667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.9,222.479541666667
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.95,312.7506875
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.975,434.86729375
2024-12-29,inc hosp,3,06,0-0.99,quantile,0.99,514.420936722
2024-12-29,inc hosp,3,06,0-0.99,point,NaN,58.7438125
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.01,0
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.025,0
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.05,0.0981437499999913
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.1,7.49303124999999
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.15,11.5245541666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.2,17.3935125
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.25,23.61009375
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.3,30.8108541666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.35,38.8829291666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.4,44.3907208333333
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.45,49.5102583333333
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.5,55.3250416666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.55,60.3362291666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.6,71.019375
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.65,75.3944166666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.7,86.5618541666667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.75,101.308125
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.8,122.789333333333
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.85,161.914354166667
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.9,198.4168125
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.95,250.260645833333
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.975,303.3833375
2024-12-29,inc hosp,4,06,0-0.99,quantile,0.99,366.045754166667
2024-12-29,inc hosp,4,06,0-0.99,point,NaN,55.3250416666667
2024-12-29,inc hosp,0,06,1-4,quantile,0.01,26.095240625
2024-12-29,inc hosp,0,06,1-4,quantile,0.025,29.383759375
2024-12-29,inc hosp,0,06,1-4,quantile,0.05,38.780440625
2024-12-29,inc hosp,0,06,1-4,quantile,0.1,46.060790625
2024-12-29,inc hosp,0,06,1-4,quantile,0.15,50.73355625
2024-12-29,inc hosp,0,06,1-4,quantile,0.2,54.980071875
2024-12-29,inc hosp,0,06,1-4,quantile,0.25,57.66225
2024-12-29,inc hosp,0,06,1-4,quantile,0.3,60.35828125
2024-12-29,inc hosp,0,06,1-4,quantile,0.35,62.313703125
2024-12-29,inc hosp,0,06,1-4,quantile,0.4,65.022521875
2024-12-29,inc hosp,0,06,1-4,quantile,0.45,68.392028125
2024-12-29,inc hosp,0,06,1-4,quantile,0.5,72.54903125
2024-12-29,inc hosp,0,06,1-4,quantile,0.55,77.32690625
2024-12-29,inc hosp,0,06,1-4,quantile,0.6,81.44603125
2024-12-29,inc hosp,0,06,1-4,quantile,0.65,87.03765625
2024-12-29,inc hosp,0,06,1-4,quantile,0.7,97.48465625
2024-12-29,inc hosp,0,06,1-4,quantile,0.75,106.07165625
2024-12-29,inc hosp,0,06,1-4,quantile,0.8,115.9325625
2024-12-29,inc hosp,0,06,1-4,quantile,0.85,128.15625
2024-12-29,inc hosp,0,06,1-4,quantile,0.9,143.97690625
2024-12-29,inc hosp,0,06,1-4,quantile,0.95,167.21528125
2024-12-29,inc hosp,0,06,1-4,quantile,0.975,224.538059375
2024-12-29,inc hosp,0,06,1-4,quantile,0.99,257.66088125
2024-12-29,inc hosp,0,06,1-4,point,NaN,72.54903125
2024-12-29,inc hosp,1,06,1-4,quantile,0.01,24.234853125
2024-12-29,inc hosp,1,06,1-4,quantile,0.025,32.7758375
2024-12-29,inc hosp,1,06,1-4,quantile,0.05,34.6428125
2024-12-29,inc hosp,1,06,1-4,quantile,0.1,43.54504375
2024-12-29,inc hosp,1,06,1-4,quantile,0.15,47.88853125
2024-12-29,inc hosp,1,06,1-4,quantile,0.2,51.02573125
2024-12-29,inc hosp,1,06,1-4,quantile,0.25,54.877965625
2024-12-29,inc hosp,1,06,1-4,quantile,0.3,58.3764125
2024-12-29,inc hosp,1,06,1-4,quantile,0.35,61.216303125
2024-12-29,inc hosp,1,06,1-4,quantile,0.4,63.92405625
2024-12-29,inc hosp,1,06,1-4,quantile,0.45,67.6644
2024-12-29,inc hosp,1,06,1-4,quantile,0.5,71.961
2024-12-29,inc hosp,1,06,1-4,quantile,0.55,78.0234375
2024-12-29,inc hosp,1,06,1-4,quantile,0.6,83.5065625
2024-12-29,inc hosp,1,06,1-4,quantile,0.65,91.76225
2024-12-29,inc hosp,1,06,1-4,quantile,0.7,104.414125
2024-12-29,inc hosp,1,06,1-4,quantile,0.75,118.25465625
2024-12-29,inc hosp,1,06,1-4,quantile,0.8,128.7239375
2024-12-29,inc hosp,1,06,1-4,quantile,0.85,157.25846875
2024-12-29,inc hosp,1,06,1-4,quantile,0.9,186.25121875
2024-12-29,inc hosp,1,06,1-4,quantile,0.95,243.20403125
2024-12-29,inc hosp,1,06,1-4,quantile,0.975,332.9922375
2024-12-29,inc hosp,1,06,1-4,quantile,0.99,409.6490375
2024-12-29,inc hosp,1,06,1-4,point,NaN,71.961
2024-12-29,inc hosp,2,06,1-4,quantile,0.01,20.167071875
