origin_date,target,horizon,location,age_group,output_type,output_type_id,value
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.01,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.025,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.05,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.1,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.15,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.2,0
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.25,0.465704166666666
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.3,1.7002375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.35,2.59330416666667
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.4,3.50607083333333
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.45,4.5567375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.5,5.5614375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.55,6.63180416666667
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.6,7.68247083333333
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.65,9.29130416666667
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.7,10.8016375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.75,13.0934041666667
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.8,15.7069375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.85,20.7238708333333
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.9,24.7886375
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.95,38.5129708333333
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.975,50.9042708333333
2025-04-20,inc hosp,0,06,0-0.99,quantile,0.99,82.2995041666667
2025-04-20,inc hosp,0,06,0-0.99,point,NaN,5.5614375
2025-04-20,inc hosp,1,06,0-0.99,quantile,0.01,0
2025-04-20,inc hosp,1,06,0-0.99,quantile,0.025,0
2025-04-20,inc hosp,1,06,0-0.99,quantile,0.05,0
2025-04-20,inc hosp,1,06,0-0.99,quantile,0.1,0
